Timestamp,β,γ,δ
2020-02-24,0.00010892823738483984,0.18918372803288458,3.2560744121419126e-5
2020-02-25,0.00013494307040580185,0.1631554967556863,3.562283453922603e-5
2020-02-26,0.0001230724900084056,0.13463130474653204,3.810474027420354e-5
2020-02-27,0.06913669176402863,0.10310288343460311,3.925985457745302e-5
2020-02-28,0.00021396689179709885,0.06754665265481857,3.561953008067846e-5
2020-02-29,0.1677546292557756,0.019100395865541967,3.5380770201321235e-5
2020-03-01,0.42695073258216515,0.02400984584608524,1.8853498239574426e-5
2020-03-02,0.3972173747386499,0.03765758755566606,9.3144293364711e-6
2020-03-03,0.49060087606215474,0.014832302968931465,0.0001328598098646874
2020-03-04,0.15777923959560997,0.021481189584988784,0.00011029665682548478
2020-03-05,0.34670209485271153,0.00016315059579809584,9.293859555415705e-5
2020-03-06,0.5587058963019794,0.00015576286834138387,8.586807888572219e-5
2020-03-07,0.2255057459324942,0.03178303935464169,7.529232741767019e-5
2020-03-08,0.5312818117365395,0.00012453413543695748,6.645978947601844e-5
2020-03-09,0.42219494906712873,0.11186103481875112,0.0004647317688388506
2020-03-10,0.11976539909814646,0.1052067840794795,0.0004330938618327059
2020-03-11,0.36847249191405007,0.08141261255672225,0.0006892077901016206
2020-03-12,0.26296209395481446,0.11966433190098531,0.000736087000793023
2020-03-13,0.19738235776250823,0.09436549950533757,0.00046901412417901204
2020-03-14,0.3558727284818198,0.09254346256069235,0.0022925291492593034
2020-03-15,0.35112192385867264,0.11773469942498828,0.0012174016387877119
2020-03-16,0.1353441746510673,0.0891886354709891,0.0003235399546828163
2020-03-17,0.052774002434403056,0.04925055197215918,0.0003163609962488005
2020-03-18,0.3166743459014666,0.008682814032825984,0.0037447429118721777
2020-03-19,0.449945293478409,0.0484715093079798,0.0009619517153324851
2020-03-20,0.3651864630943954,0.10292860509218013,0.004283072329333299
2020-03-21,0.23432010972271988,0.10034249730196311,0.0018095210366645491
2020-03-22,0.39016707339578865,0.09816921769682016,0.0008850092960518514
2020-03-23,0.33083225697409563,0.14256028272303456,0.0014019373735640927
2020-03-24,0.1762722726802068,0.14058460171920328,0.0013276310964291428
2020-03-25,0.27446234659254953,0.12864478659179593,0.002102021088096897
2020-03-26,0.2948103493309865,0.14774005928039796,0.0020433276804307657
2020-03-27,0.2806741433917199,0.15989525002621158,0.0021147358479727306
2020-03-28,0.28580608254142525,0.17545191461764587,0.0037919329853266046
2020-03-29,0.21868779584441772,0.18871963194449176,0.004625835942512074
2020-03-30,0.12003375302349598,0.18188165759679215,0.003324697606273832
2020-03-31,0.1891889256652193,0.16813272470667995,0.007613817245067348
2020-04-01,0.29613811892795344,0.17670684855192975,0.008825417931499603
2020-04-02,0.24396792639576087,0.19551737814813408,0.00399049430636726
2020-04-03,0.21804295217635133,0.20299202497009208,0.005394165332981467
2020-04-04,0.24474695335796115,0.21078754322085752,0.004661050308942921
2020-04-05,0.19907683440884516,0.22279507526887696,0.00730417795182698
2020-04-06,0.13609682708503268,0.21720014994754774,0.004526315296001198
2020-04-07,0.19480608262698237,0.2138762840281272,0.009399014939552218
2020-04-08,0.19935022541314062,0.21701822791489736,0.01269745226307302
2020-04-09,0.21742855077550044,0.2205710556174111,0.008173982664270763
2020-04-10,0.20822963444968323,0.2288259917487774,0.009629416479307384
2020-04-11,0.15542287377860728,0.2293587183049261,0.007173208203817717
2020-04-12,0.1370694628151921,0.22321031512358536,0.006415360989779034
2020-04-13,0.11336127227600243,0.21510662033120131,0.0069357767487255246
2020-04-14,0.13326727880102351,0.2024985747193267,0.013636730713045182
2020-04-15,0.1877506069058784,0.19486985925618444,0.01903101178006978
2020-04-16,0.2037853717249836,0.19349440356248754,0.02019706411508025
2020-04-17,0.20408657649941406,0.19308718155845606,0.01860612925812313
2020-04-18,0.1607380414832293,0.18836970002928752,0.017563205367513823
2020-04-19,0.12029974267295848,0.17344279403479437,0.01247022845500239
2020-04-20,0.14435506962911487,0.15406270332812683,0.006523677423267909
2020-04-21,0.12131904666433936,0.15529118390546376,0.017722985472271167
2020-04-22,0.12131904666433936,0.15529118390546376,0.017722985472271167
2020-04-23,0.12131904666433936,0.15529118390546376,0.017722985472271167
2020-04-24,0.12131904666433936,0.15529118390546376,0.017722985472271167
2020-04-25,0.12131904666433936,0.15529118390546376,0.017722985472271167
2020-04-26,0.12131904666433936,0.15529118390546376,0.017722985472271167
2020-04-27,0.12131904666433936,0.15529118390546376,0.017722985472271167
2020-04-28,0.12131904666433936,0.15529118390546376,0.017722985472271167
2020-04-29,0.12131904666433936,0.15529118390546376,0.017722985472271167
2020-04-30,0.12131904666433936,0.15529118390546376,0.017722985472271167
2020-05-01,0.12131904666433936,0.15529118390546376,0.017722985472271167
2020-05-02,0.12131904666433936,0.15529118390546376,0.017722985472271167
2020-05-03,0.12131904666433936,0.15529118390546376,0.017722985472271167
2020-05-04,0.12131904666433936,0.15529118390546376,0.017722985472271167
2020-05-05,0.12131904666433936,0.15529118390546376,0.017722985472271167
2020-05-06,0.12131904666433936,0.15529118390546376,0.017722985472271167
2020-05-07,0.12131904666433936,0.15529118390546376,0.017722985472271167
2020-05-08,0.12131904666433936,0.15529118390546376,0.017722985472271167
2020-05-09,0.12131904666433936,0.15529118390546376,0.017722985472271167
2020-05-10,0.12131904666433936,0.15529118390546376,0.017722985472271167
2020-05-11,0.12131904666433936,0.15529118390546376,0.017722985472271167
2020-05-12,0.12131904666433936,0.15529118390546376,0.017722985472271167
2020-05-13,0.12131904666433936,0.15529118390546376,0.017722985472271167
2020-05-14,0.12131904666433936,0.15529118390546376,0.017722985472271167
2020-05-15,0.12131904666433936,0.15529118390546376,0.017722985472271167
2020-05-16,0.12131904666433936,0.15529118390546376,0.017722985472271167
2020-05-17,0.12131904666433936,0.15529118390546376,0.017722985472271167
2020-05-18,0.12131904666433936,0.15529118390546376,0.017722985472271167
2020-05-19,0.12131904666433936,0.15529118390546376,0.017722985472271167
2020-05-20,0.12131904666433936,0.15529118390546376,0.017722985472271167
2020-05-21,0.12131904666433936,0.15529118390546376,0.017722985472271167
2020-05-22,0.12131904666433936,0.15529118390546376,0.017722985472271167
2020-05-23,0.12131904666433936,0.15529118390546376,0.017722985472271167
2020-05-24,0.12131904666433936,0.15529118390546376,0.017722985472271167
2020-05-25,0.12131904666433936,0.15529118390546376,0.017722985472271167
2020-05-26,0.12131904666433936,0.15529118390546376,0.017722985472271167
2020-05-27,0.12131904666433936,0.15529118390546376,0.017722985472271167
2020-05-28,0.12131904666433936,0.15529118390546376,0.017722985472271167
2020-05-29,0.12131904666433936,0.15529118390546376,0.017722985472271167
2020-05-30,0.12131904666433936,0.15529118390546376,0.017722985472271167
2020-05-31,0.12131904666433936,0.15529118390546376,0.017722985472271167
2020-06-01,0.12131904666433936,0.15529118390546376,0.017722985472271167
2020-06-02,0.12131904666433936,0.15529118390546376,0.017722985472271167
2020-06-03,0.12131904666433936,0.15529118390546376,0.017722985472271167
2020-06-04,0.12131904666433936,0.15529118390546376,0.017722985472271167
2020-06-05,0.12131904666433936,0.15529118390546376,0.017722985472271167
2020-06-06,0.12131904666433936,0.15529118390546376,0.017722985472271167
2020-06-07,0.12131904666433936,0.15529118390546376,0.017722985472271167
2020-06-08,0.12131904666433936,0.15529118390546376,0.017722985472271167
2020-06-09,0.12131904666433936,0.15529118390546376,0.017722985472271167
2020-06-10,0.12131904666433936,0.15529118390546376,0.017722985472271167
2020-06-11,0.12131904666433936,0.15529118390546376,0.017722985472271167
2020-06-12,0.12131904666433936,0.15529118390546376,0.017722985472271167
2020-06-13,0.12131904666433936,0.15529118390546376,0.017722985472271167
2020-06-14,0.12131904666433936,0.15529118390546376,0.017722985472271167
2020-06-15,0.12131904666433936,0.15529118390546376,0.017722985472271167
2020-06-16,0.12131904666433936,0.15529118390546376,0.017722985472271167
2020-06-17,0.12131904666433936,0.15529118390546376,0.017722985472271167
2020-06-18,0.12131904666433936,0.15529118390546376,0.017722985472271167
2020-06-19,0.12131904666433936,0.15529118390546376,0.017722985472271167
2020-06-20,0.12131904666433936,0.15529118390546376,0.017722985472271167
2020-06-21,0.12131904666433936,0.15529118390546376,0.017722985472271167
2020-06-22,0.12131904666433936,0.15529118390546376,0.017722985472271167
2020-06-23,0.12131904666433936,0.15529118390546376,0.017722985472271167
2020-06-24,0.12131904666433936,0.15529118390546376,0.017722985472271167
2020-06-25,0.12131904666433936,0.15529118390546376,0.017722985472271167
2020-06-26,0.12131904666433936,0.15529118390546376,0.017722985472271167
2020-06-27,0.12131904666433936,0.15529118390546376,0.017722985472271167
2020-06-28,0.12131904666433936,0.15529118390546376,0.017722985472271167
2020-06-29,0.12131904666433936,0.15529118390546376,0.017722985472271167
2020-06-30,0.12131904666433936,0.15529118390546376,0.017722985472271167
2020-07-01,0.12131904666433936,0.15529118390546376,0.017722985472271167
2020-07-02,0.12131904666433936,0.15529118390546376,0.017722985472271167
2020-07-03,0.12131904666433936,0.15529118390546376,0.017722985472271167
2020-07-04,0.12131904666433936,0.15529118390546376,0.017722985472271167
2020-07-05,0.12131904666433936,0.15529118390546376,0.017722985472271167
2020-07-06,0.12131904666433936,0.15529118390546376,0.017722985472271167
2020-07-07,0.12131904666433936,0.15529118390546376,0.017722985472271167
2020-07-08,0.12131904666433936,0.15529118390546376,0.017722985472271167
2020-07-09,0.12131904666433936,0.15529118390546376,0.017722985472271167
2020-07-10,0.12131904666433936,0.15529118390546376,0.017722985472271167
2020-07-11,0.12131904666433936,0.15529118390546376,0.017722985472271167
2020-07-12,0.12131904666433936,0.15529118390546376,0.017722985472271167
2020-07-13,0.12131904666433936,0.15529118390546376,0.017722985472271167
2020-07-14,0.12131904666433936,0.15529118390546376,0.017722985472271167
2020-07-15,0.12131904666433936,0.15529118390546376,0.017722985472271167
2020-07-16,0.12131904666433936,0.15529118390546376,0.017722985472271167
2020-07-17,0.12131904666433936,0.15529118390546376,0.017722985472271167
2020-07-18,0.12131904666433936,0.15529118390546376,0.017722985472271167
2020-07-19,0.12131904666433936,0.15529118390546376,0.017722985472271167
2020-07-20,0.12131904666433936,0.15529118390546376,0.017722985472271167
2020-07-21,0.12131904666433936,0.15529118390546376,0.017722985472271167
